embedding_x,embedding_y
1.1745648,-11.381725
5.3534875,16.16241
2.7353566,-11.243471
0.26598004,-12.437905
2.0893383,-10.562161
0.19636633,13.068144
-1.2502452,2.0545986
-1.0980837,1.7769679
9.08196,12.883872
-5.049156,11.20923
12.711371,-3.5661714
0.5198537,-13.006381
19.74927,9.454742
8.438406,3.0913768
-0.3774459,-4.1522183
10.52656,-7.5710025
24.051634,-5.7139
15.252307,-3.2190685
4.616771,1.4233481
0.46117526,-11.045342
-1.1276184,2.442429
-2.4742622,16.813469
20.37728,7.4104867
-7.5273166,0.3564124
23.159449,0.71573377
23.451101,11.692519
0.5139599,-12.027639
-2.7769184,-10.908456
11.044304,16.802568
-2.666784,-10.563495
1.0107001,4.695237
0.44003454,-12.928559
0.45112062,-12.14168
-0.72613543,-4.4677105
2.7333217,16.395233
8.002739,9.305957
5.753448,12.985259
-2.703347,-10.635875
-7.97773,1.5832973
-1.0844309,-11.023004
-0.033248954,-12.097381
1.1903372,-12.035996
18.155548,9.95162
11.258204,16.908915
3.2043338,0.3157533
-2.8613293,-11.01687
12.827736,16.214802
0.303482,5.5059943
-2.7861156,-9.639228
-10.318362,2.0684657
25.358562,-1.8692697
-2.7009392,-10.817946
12.617977,16.437809
20.242115,7.479121
15.993719,-2.5319138
25.353624,-1.8626558
20.278893,7.393504
4.204331,1.079248
25.322903,-1.842874
17.11193,10.66119
-3.8773918,-9.237213
16.65408,10.078036
1.2843823,-11.71944
15.877158,-10.756034
0.7154484,-13.112848
-11.72259,2.0494857
16.817284,10.709115
-0.4567633,-4.616656
1.672785,-4.8053474
-11.110889,0.4744942
-5.6997466,11.153643
23.157627,0.72486895
18.482853,-0.7060674
0.9536992,11.679733
-0.043995958,-11.129585
7.552268,-6.665607
12.709723,16.350288
3.2004254,0.30242085
-3.3420653,8.533733
-1.0766094,-3.7540064
26.36824,-2.2636466
1.647743,10.75067
7.318858,-2.5751166
8.149622,-3.1485703
0.8046233,6.178066
26.351381,0.68211657
-1.0976138,-3.7931018
-2.3035944,-9.659769
26.352732,0.6832038
26.32328,-2.2348323
14.529999,-1.7198235
15.879544,-10.758281
-2.9709408,-10.798965
-1.241532,1.5815898
9.953694,16.883327
-1.4664283,0.5901038
1.9816455,-10.383715
0.24368314,3.7908058
0.30463398,3.8183367
-11.17445,2.3235645
-3.0182571,-10.767645
-3.0413535,-10.768707
0.7071896,-13.116608
7.999999,9.305893
0.6360934,3.8547862
-4.04969,-8.38163
-0.14350288,-3.9379282
-3.9982545,-8.56484
-11.33031,2.0954614
0.83584064,6.1897526
1.2945601,-11.265349
2.4730055,-11.660948
10.99748,16.805155
5.584035,2.2146878
-2.452741,-9.346901
18.488495,6.991457
19.116934,-1.0726331
-2.9330149,-10.693873
0.2033428,13.033782
1.2527921,-11.3839445
12.701684,-11.147182
-0.20036528,5.86701
10.527289,-7.5727057
1.525696,-10.940743
-0.08080123,2.990997
-2.7130857,-10.791081
0.969888,12.919291
-3.8514218,-9.2239065
3.0974996,0.3608187
0.76191956,-3.9194255
-2.8348272,-11.011224
-2.8347313,-9.806006
-1.3415786,1.3229561
0.5314334,-11.045033
-3.8964903,-9.263145
0.38202912,-12.9411955
-3.926382,-8.874535
-2.4798164,16.807669
-2.4318807,-9.503902
-2.9881516,-9.439968
-2.7631214,-10.721834
2.7110555,0.45030606
-2.6255257,-9.6431875
-8.080551,-7.5476995
-5.840444,-7.854268
18.301386,-9.131885
-2.686347,-10.711079
6.7604294,13.032642
7.720419,-7.2659965
0.1982461,-4.9872456
5.764897,1.9055421
-2.7122993,-9.839183
0.2127734,13.083624
-6.3570356,10.87624
0.9840056,12.915871
0.62178755,3.4983358
-1.2531861,2.0406322
18.929663,-5.588225
1.2456794,-11.427628
-2.4847438,-8.773857
-8.098204,-7.5310597
0.4753184,-11.0491705
20.386002,7.4387345
-5.8618417,-7.8355975
0.4930762,-12.637766
8.175049,-3.1937234
1.7162718,-4.786315
-0.87730396,-3.6204364
-5.779749,-7.905176
-2.821804,-9.782502
0.56059414,4.8210645
0.5034321,3.5455825
-9.857363,3.6289105
-8.16183,1.3167504
-2.7677264,-9.481153
-11.605871,1.0942222
0.4107592,-10.961325
1.3980658,-11.103881
12.593268,16.4932
-4.0215573,-8.413066
-8.116565,-7.5108933
-2.8738172,-9.659794
12.797857,15.995773
4.856113,2.024711
2.7752604,0.42455417
-0.8053568,6.477431
-5.7452145,-7.932828
-3.3556793,8.518946
-1.0969027,1.1247108
-0.30143404,-11.446209
20.273623,7.5005894
-0.1623358,5.831727
26.35419,0.6839007
-7.9369006,-7.7565804
0.81465256,-12.987956
17.054785,8.464386
-8.0861,-7.5449204
-1.1527857,2.4622948
-1.0348397,-11.034223
26.355295,0.6848361
-7.519381,0.34272304
16.704124,10.174348
-2.4737258,16.813932
-2.6555624,-10.5832205
15.937377,-10.798876
-2.3072205,-9.64757
-0.8027543,6.474214
-2.3113294,-9.623967
-7.8974886,1.6584072
2.7231228,0.41015387
5.306744,1.7229755
-5.025257,11.23542
-5.0360236,11.254182
18.864948,7.3101788
23.55462,11.623072
1.3022314,-11.251296
26.355576,0.6848607
12.663791,-11.246781
2.8203301,0.7032465
15.663822,-2.7815611
-10.040934,3.4578724
-2.7058136,-10.718661
-1.2334292,2.0801218
19.6056,7.1737666
0.07458364,3.5211957
1.9810741,-10.359931
16.916225,7.7369347
12.295396,16.937353
5.3324256,16.182978
-3.3550842,8.519016
-0.72047174,-4.4703846
3.2180176,0.3322776
-0.028325284,-12.100739
-5.19033,11.504913
1.1896379,-12.004825
-1.0768974,0.91477555
26.355711,0.6852643
-0.014869125,-4.0393004
-3.933228,-8.893504
-4.0360546,-8.396789
6.524971,3.8058999
5.1773477,2.1400206
-11.338939,0.33526593
-7.965212,-7.729944
0.58494675,3.2640994
-1.0826216,-3.8148327
-1.0993189,2.6742322
0.4331413,-11.05802
18.501331,6.996736
-2.383923,-9.538494
-7.2985992,-8.591259
-0.02226241,-12.064609
1.9849044,-10.35603
-0.80435395,6.475452
19.119644,-1.0902152
-5.7823873,-7.9015055
-2.5106366,-8.755452
-10.502149,2.2179456
2.6467025,0.4720152
-1.1299237,1.594182
-0.69591784,-4.488302
-1.032199,-11.034361
-10.1792755,1.9088162
26.31504,-2.2309673
-6.3690696,10.717563
16.991472,10.620436
0.6938446,-13.0990305
-11.346768,0.33067766
0.7784903,11.959894
-0.15088275,-3.9354682
-1.252645,2.1184185
2.7473733,-11.280177
-10.0626955,3.3678038
0.20875582,13.028944
2.6302047,-11.288324
-11.335728,0.33943185
-2.3303988,-9.644127
12.652827,16.40955
1.6978474,10.696599
23.780287,-0.9339193
18.486296,6.9938083
-3.9457486,-8.858898
11.419448,16.991426
-2.89132,-10.938009
-1.5382674,0.35911956
0.94873315,12.898759
20.325531,7.3661985
19.787786,7.3670273
-2.8941247,-9.675559
2.703357,-11.326384
-2.4356804,-9.512591
0.5049055,3.6267855
-12.182291,2.0217683
-7.887091,12.861073
-1.4842138,0.29801425
-0.16151744,-11.249764
1.9785373,-11.943963
-8.042766,12.647981
-3.9380963,-8.895106
-7.6395183,0.43961996
18.318726,-9.14978
-1.1153396,1.0840801
-1.5381979,0.35830972
5.58758,2.2601824
0.21513045,13.090988
-3.752809,-9.141639
5.0938373,2.0879173
0.6164069,3.471949
-1.1671097,2.0164125
-1.4900825,0.48088524
-2.6564705,-10.772728
2.7240982,-11.332285
-2.4164882,-9.520967
12.825725,16.216183
18.688875,-1.0642264
-0.9840982,3.3052511
23.56326,11.618453
-6.6593904,6.593871
-1.3423536,2.3638282
18.47111,-0.7097588
-1.4402105,0.8658923
-7.8618417,1.6793454
1.526163,-10.950844
1.9909852,-10.53825
19.031507,-5.695879
-1.5251833,0.37422732
12.161051,17.099499
2.8072762,16.321667
23.55719,11.622482
-2.3037066,-9.641877
0.81005573,6.163212
1.6658986,10.7335205
0.787663,6.171679
0.7733926,6.1606393
0.7699069,6.1601753
0.6002397,4.306563
-5.926239,-7.8014245
18.673058,-1.0605774
12.712027,-3.5712855
24.078384,-5.7476363
9.942618,16.872416
-2.46247,16.825186
-11.107075,0.76949483
-2.5165207,-8.76452
-0.13411683,-3.943348
23.743452,-0.9012463
-5.010518,11.277435
-3.358899,8.51623
1.862261,-10.287462
-3.7978647,-9.199418
-0.23096967,-11.298832
2.186734,-11.890546
26.356071,0.68564314
19.553335,7.1805778
-2.6673546,-10.716736
-1.0628786,-11.02593
19.027613,-5.6914062
-0.33311644,-11.228784
18.855566,7.5486255
-0.89359313,-3.6362333
-5.9592886,11.505363
0.32460013,5.513947
1.9827428,-10.36051
1.2869078,-11.316987
0.13696395,-5.1307974
15.878021,-10.756915
2.716119,-11.267876
2.1749196,-11.884896
-3.8807569,-9.098315
-0.09694399,-4.968166
-2.7826285,-10.613368
0.34677175,-12.258895
-5.783475,-7.901673
12.87127,16.131964
2.1823425,-11.888549
19.804348,7.403285
-2.4857047,16.801975
-2.9392362,-9.541464
8.177431,-3.1968741
-2.9695005,-9.495872
-3.9353895,-8.891649
-1.1671294,1.9953802
-1.0455722,-3.7304473
0.3775778,-12.909209
-11.163118,0.37565526
0.5985576,3.491217
-2.4667394,16.820593
-1.0403963,3.0023723
17.049696,8.058385
-7.948536,1.6141629
-10.198354,1.9416556
0.6400481,-13.059527
-10.048288,3.408438
-2.474588,16.81276
3.224025,0.289244
-10.042538,3.4595218
2.254206,-11.637216
17.529818,10.6776285
0.91283953,-12.125595
2.82998,16.29879
1.2248822,13.082998
26.310608,-2.2164624
16.382126,-2.0424669
-8.126627,-7.501814
0.41251147,-12.022494
20.275051,7.39713
0.7245449,-13.13447
-2.2998106,-9.64379
-2.8052466,-9.820692
-0.45784932,5.318104
1.216567,13.072242
18.468412,6.99459
0.45935366,4.0582676
26.369478,0.6984766
16.90693,9.97291
3.257396,0.24766271
-1.185631,1.630265
1.651719,-11.998504
21.8877,-7.671023
20.352571,7.416615
16.952042,10.580221
-10.048229,3.448809
20.20872,7.4933724
5.1225038,2.1274908
19.027405,-5.691248
-3.3555868,8.519398
19.777264,1.6311225
-0.45700228,6.094561
14.5216055,-1.7195373
-0.6771896,-4.4885907
16.696522,10.060504
-5.8436456,-7.852148
-0.80490696,-3.6009605
2.752181,0.41665047
-0.22356297,-11.297214
2.168395,-11.890337
5.763782,1.9515418
-10.486464,2.2080655
19.02485,-5.688226
0.25459155,13.002866
2.7203352,0.43335027
2.711852,0.6175148
-2.677862,-10.738738
0.46105096,-11.051466
1.5483105,-10.914351
-2.6924155,-10.536713
18.317276,7.067651
-1.0596242,-11.027508
0.38680524,2.7966692
2.2046704,-11.8623295
11.30383,-2.5734475
15.893496,-2.6009574
5.3269267,16.187506
-10.082784,1.9135225
12.5962105,15.896851
11.060681,0.31032348
5.6584272,2.2822807
16.64309,10.084722
14.558484,-1.7394919
18.826725,7.594253
-6.7454643,6.505681
-11.351348,0.3687199
5.747661,12.977116
19.79876,7.138608
1.6563712,10.742604
16.835018,10.669591
1.238661,4.7865386
26.336609,-2.2409093
23.738281,-0.9046836
17.246931,10.6809
-2.6530828,-10.617647
-1.041679,-11.030362
18.644516,7.5205154
4.802734,23.378714
0.38576248,12.081193
1.9941901,-10.374098
0.18356515,3.3143387
4.961623,1.9702444
11.224122,-2.5541136
8.325658,2.8472087
16.802221,10.644011
-2.3024597,-9.656293
17.089552,10.655937
2.1759248,-11.886763
0.36916655,-10.960989
-10.196054,1.9248638
-10.475738,2.1988192
-5.441816,10.972476
-12.078256,2.1420338
5.735852,12.974832
16.820152,10.682728
2.5955672,0.51245683
23.486725,-5.449858
-1.0612383,-3.7302508
26.345755,-2.2468035
-12.072954,2.085726
-11.450812,0.45708096
15.684185,-2.7617261
12.498676,15.901544
0.7330242,-13.140136
5.356298,16.158798
2.5879009,0.6089852
24.12846,-5.427908
1.3462452,-11.176365
0.7297679,-13.118225
1.5395838,-10.94601
0.25282264,-12.66436
0.32439432,12.067583
-11.823647,2.0737884
23.742643,-0.9100353
-12.283374,1.9830904
0.32132587,12.086267
0.7569352,6.143948
0.7521445,6.1372566
18.907776,7.3584332
0.77300686,6.1485305
24.055525,-5.733627
-1.213803,2.316407
-3.3553998,8.519395
-7.9176073,-7.779369
-5.764609,-7.916781
-2.6843328,-10.741156
-2.667175,-10.697055
-7.326814,-8.567688
-1.0249578,-11.039307
-2.5159247,-8.764777
0.71413773,-13.114359
17.564156,7.624903
-1.0825717,-3.7782824
1.9150014,-10.307116
19.965984,1.701438
-7.933414,12.806905
4.792386,23.388742
-0.915618,3.3898408
-0.3963478,-11.212023
-1.08306,-3.7860377
18.264027,-9.121017
12.175313,17.089487
6.7101007,-7.169126
0.34964082,12.093063
-5.6698904,10.908497
-10.289762,2.0292747
6.7878723,13.013587
1.6908329,18.724426
-7.4837294,-8.41723
0.40478766,-12.161574
3.3559003,0.5182623
2.7323668,-11.28571
-1.0730618,-11.029553
1.6956953,18.719547
0.36242846,-12.828541
19.963995,0.9076177
20.356958,7.4358335
8.119487,-3.144786
0.4306099,-12.110749
-7.9020653,12.841109
-3.3557887,8.518698
-3.740827,-8.429591
-2.3236597,-9.636281
0.8142392,6.1806107
26.345028,-2.2459402
1.9822809,-10.342289
-1.0804087,0.925695
18.476387,-0.7053915
2.7471309,0.41385868
-1.106085,2.2939515
17.052834,8.458235
8.180208,2.4192772
6.7103424,-7.169707
-2.763933,-10.900528
-2.8182242,-9.810305
1.3602899,-4.699842
8.046024,9.271899
-1.1571609,2.006444
-0.23622468,-11.400947
-1.0782237,2.1995378
0.047628205,-4.8526034
0.14093067,3.0995293
20.301369,7.5108814
5.0566483,2.0816097
4.2653427,1.1413003
1.140393,4.730346
-2.6641622,-10.704322
-7.348211,-8.573774
2.6225572,0.47553623
-2.4000454,-9.530694
-2.9594994,-9.343911
12.699014,-11.143078
6.7192616,-7.162373
4.880328,2.0227733
21.88657,-7.671754
12.657316,-11.26334
-3.6603377,-8.789085
-6.655093,6.597973
17.066933,8.473944
1.2067446,13.071003
-2.8626301,-9.670596
19.687023,7.3101807
26.36602,-2.258547
-1.0375401,-3.729323
-2.5277343,-8.762809
-3.65037,-8.807613
9.991378,17.566177
18.662914,-1.0610871
17.10831,10.707174
-1.1528274,1.5543281
-5.7592034,-7.9248104
-2.5234537,-8.770357
1.9570463,-10.348527
0.20892781,3.4329054
-1.1142079,0.8586414
0.4990918,-12.09151
17.127625,10.692493
-6.3980856,10.711793
-1.1723222,2.0247862
-2.8810267,-9.594287
18.667955,-1.058532
-3.6793878,-8.694465
-3.8068364,-9.166547
0.34015176,-12.862213
-1.3401902,2.3476727
6.336142,4.0594864
0.5288997,4.21009
-2.9408278,-9.458464
0.75503653,12.809531
18.441637,-0.6867407
0.12865682,-11.13795
-1.2476565,1.2238733
23.758583,-0.92869943
4.0808625,0.97361857
6.787218,13.02782
5.6150365,2.2691126
20.364515,7.434644
-2.878461,-9.787078
18.443626,-0.69859594
-11.182795,0.35161462
18.513592,6.986605
24.149605,-5.4195256
0.39044157,-10.953345
0.37279427,12.093693
-8.209957,1.1971717
26.364433,-2.2514536
18.880428,7.3241396
18.458618,7.0191693
24.007109,-5.6515856
-1.3394482,1.3295289
1.2283359,-11.427701
17.562225,7.6362004
0.90335786,-12.15177
-0.6471204,-4.5316067
4.7943397,23.386824
-10.395029,1.9468625
20.359266,7.444177
21.88629,-7.669706
-5.7846437,-7.904414
6.758235,13.054351
-0.8114384,-3.6021714
-7.906609,12.829968
12.674009,-11.268989
-0.044265196,-11.126766
5.62859,2.2174234
-0.01117801,-4.328557
-1.1002823,0.9502272
10.526914,-7.57385
0.801297,-12.123728
0.5258795,3.361739
-2.8575468,-10.995812
6.2656717,13.093066
-2.8543499,-9.73641
-1.2405497,1.4322382
0.1766505,13.055387
-2.7950575,-10.344011
0.11054782,-5.1231217
4.876966,2.0076044
4.588538,1.4869256
-11.165135,0.77658826
-7.904172,12.839392
4.804235,23.376886
19.518578,7.149422
-3.2855573,-9.347004
-2.9363556,-9.551777
0.79275036,6.1637373
2.5888643,0.5505112
6.39773,3.9754035
7.4137845,-2.6632054
1.6588026,10.738544
6.7197037,-7.1626863
4.794283,23.386929
-12.131276,2.064602
-0.7835016,6.455535
-0.20318837,-11.264265
2.5638878,-11.531709
-5.0311284,11.296171
10.979699,16.80224
0.3840408,12.107129
-11.443808,0.43625963
-8.186141,1.2656047
1.984284,-10.354612
6.7751255,13.025806
2.7933612,0.39823934
2.7566864,0.42546326
20.317955,7.5074162
21.885662,-7.669196
-3.355362,8.519277
-0.23936686,-11.302714
-1.0160196,2.2109008
17.796183,7.466673
-2.446729,16.840471
16.683409,10.029605
-5.244925,11.065568
1.649627,18.765947
12.420736,16.674614
4.787206,23.394503
-9.977996,3.462151
9.921308,16.849134
10.991239,16.798798
7.14494,-4.724175
19.039318,-5.7028074
5.1340957,2.0970874
0.57132804,3.3837216
-0.08283344,-4.9649014
0.30565202,3.751011
-8.180862,1.2550381
-12.084109,2.1212156
5.097195,2.0248883
-8.1050005,-7.51932
26.390984,-2.275174
-5.748965,10.88625
-0.18181951,-11.26403
4.7979865,23.383722
-3.8556728,-9.1694975
0.75637656,-13.142092
17.004456,10.680899
6.7928295,13.011973
0.92903805,-12.131102
23.593716,11.599226
16.9975,10.752642
15.883679,-10.761428
-7.970395,1.5949402
15.88383,-10.761514
1.1757228,-12.059366
4.750628,23.433355
0.27390602,-12.723311
2.7031996,-11.323975
-2.3897543,16.8972
10.109597,17.354296
12.375115,16.662733
-2.8685534,-10.6775055
12.19003,17.077826
0.45926026,3.496394
-0.21719977,-11.180259
-0.80452234,6.475414
-2.457599,16.829723
0.5317137,3.4944768
3.2567759,0.2832839
1.2826346,-11.342103
18.707985,7.1866894
-4.022957,-8.41034
-1.0925356,2.5142224
1.2110778,-12.069382
11.014247,16.810392
-1.1274685,0.8748282
5.8154,2.3136148
24.049217,-5.76825
2.617959,0.5996497
23.723866,-0.8917664
0.13458201,-12.300667
2.1763742,-11.884444
21.885172,-7.6691113
18.293947,-9.131796
-1.2764306,1.2555548
-0.7763356,6.440045
0.9701157,-12.156483
-1.2571659,1.3543643
0.22680342,-12.640545
0.7861008,-12.7014675
12.665402,-11.237435
-12.139974,2.0675128
4.750371,23.433626
-0.792405,-11.089862
-6.93836,6.3084126
19.705385,7.2488976
23.5989,11.59582
18.815958,-8.355799
-6.6519012,6.6018353
1.0977768,-12.094711
-1.2594112,1.3498629
-0.24999855,-11.179429
0.43872193,-10.973122
-5.430119,10.962945
11.0168915,0.30007994
-3.0007474,-10.770647
-1.0791726,2.889564
-0.4372355,-4.623214
-7.993403,12.729917
9.919552,16.857294
18.462868,7.003229
24.044533,-5.6219873
0.18027404,-12.569645
-11.0529,2.268479
-8.164075,1.2804126
-5.3219123,11.035303
26.405111,-2.2843344
4.8657303,2.0293088
-3.8582277,-9.154652
0.38003704,12.084302
-2.9956255,-10.74783
3.185668,0.35678512
19.783276,1.7040228
15.882602,-10.760999
2.6150825,0.50000167
-2.6512206,-10.566875
-5.745146,10.877906
2.456447,-11.678333
-3.9361196,-8.909734
17.07393,8.480118
-1.1182266,2.4513166
23.613947,11.581879
21.88494,-7.669297
6.6320076,13.018132
-11.484695,2.0657973
23.600426,11.594676
1.1913488,4.7637687
14.554896,-1.7321765
-2.5421026,-8.762755
-5.196629,11.140432
-2.62076,-8.619659
-2.5185938,-8.759261
-8.028535,-7.6426096
4.722859,23.4627
-0.22417088,-11.416094
-5.782726,-7.9015293
26.4351,-2.3017817
-2.6153352,-8.623399
-2.5867171,-8.682399
-1.1181788,1.7066971
18.636782,-1.0655166
24.047926,-5.784738
-7.967772,1.5946718
1.9627897,-11.920111
0.7516454,-3.9167826
-8.174835,1.2629466
-2.9499831,-9.44289
2.5422075,-11.559153
24.12483,-5.3927007
18.445251,-0.698287
23.602589,11.593461
23.716526,-0.88412464
14.550963,-1.7281438
4.6337976,23.558266
4.8649993,1.921871
0.49151295,12.711045
-2.8421655,-11.01921
1.0367959,-4.042706
15.888831,-10.765906
-5.0319114,11.1067295
-11.697176,2.0706382
4.62243,23.570667
-0.41300333,-4.5909157
10.041264,17.54388
17.103518,8.536529
-10.196481,1.92581
-6.2032685,11.089589
-5.0245934,11.282469
1.2190413,-4.2853217
-7.512451,0.3934961
1.5394884,-10.929103
-1.1952546,1.2592442
1.7405094,-4.7623024
4.622341,23.570726
6.566502,3.7884245
23.61079,11.586082
18.609926,-1.0496306
24.052591,-5.7468686
4.610299,23.582943
4.600474,23.593567
-3.8237126,-9.208533
4.6116886,23.581839
-2.4368756,16.8504
0.57054603,5.9769187
4.611665,23.58188
4.611289,23.58226
4.611656,23.58188
2.8257244,16.30265
0.50375575,6.037272
5.731385,12.974315
16.734966,10.021952
16.92573,10.599691
0.7036276,-13.094595
6.3769274,4.042889
4.602187,23.59126
9.964281,16.849533
12.721795,-3.5757492
4.61119,23.58237
7.4198437,-2.6863155
1.6917388,10.703761
0.53694624,5.936396
4.045561,0.91260207
1.6878924,10.708113
8.441294,3.1024282
6.717066,-7.163538
7.7216673,-7.267001
19.821066,1.6826123
7.119416,-4.748879
18.667265,-9.524015
24.029629,-5.702376
14.551468,-1.7280848
18.441532,-0.71339977
1.8867306,6.075986
4.610032,23.583532
10.513739,-7.5802736
15.889457,-10.766593
4.611161,23.582409
4.6111627,23.58237
0.8492033,-5.157018
1.9746313,-10.381207
17.32137,8.849224
-2.8132172,-10.411343
26.450348,-2.3076143
23.591732,11.605798
1.1600949,-11.382019
19.549393,7.1443615
1.6900029,18.7255
23.708931,-0.87350774
3.236912,0.29946965
25.168247,13.42203
17.108694,10.677136
18.581028,-1.046371
17.04694,8.427282
18.590513,-1.0512428
23.608343,11.589524
6.34948,4.0809226
3.2288978,0.29983878
-2.5194595,-8.737327
2.81266,16.31632
23.706112,-0.86631835
24.044056,-5.7500043
23.706013,-0.86602557
25.168427,13.422193
14.575032,-1.7425454
12.7084055,-3.5625463
26.493324,-2.3340988
1.1026013,12.9563265
0.30599698,-12.7666
14.567418,-1.7302966
1.8562591,-10.278257
-0.13222969,-11.777876
-7.397095,-8.506858
12.4275465,16.641657
0.32665282,-11.913852
6.6805606,13.00193
0.36685482,3.0208066
18.592678,9.36471
2.7015264,-11.329506
0.19792308,4.2472553
-1.153844,2.2116842
12.754755,16.286673
-2.472097,16.815395
25.168306,13.422174
1.2717136,-11.349678
25.168272,13.422039
-11.515592,2.0677269
1.0070199,-4.0164876
19.848103,7.495412
-8.119922,1.379675
-7.5087204,0.38005987
19.707432,9.561631
16.660658,10.160693
18.422453,-0.7152189
-1.0880649,-3.771772
23.704977,-0.86589843
-0.18444133,-4.760944
25.1683,13.422065
4.016009,0.8944626
0.00195422,-5.028705
-0.22050393,-11.421473
0.32419735,12.0756
2.264075,5.339034
1.7195464,-4.773329
-0.074533395,-11.800098
-5.994332,10.845169
-2.8541796,-11.013305
0.41444442,-12.114002
-0.81307775,6.485165
-2.7108045,-9.753772
-6.43718,10.687288
0.75655174,-3.9039454
2.8552046,0.38442546
20.309273,7.4072685
-2.563038,-9.57035
12.192342,17.07582
-7.890428,-7.81827
-0.11816726,-4.9269075
0.42211518,5.4748116
7.178339,-2.5884054
-12.054524,2.1046379
12.928852,16.05437
4.7320204,1.6780864
4.859786,2.0070071
1.3299985,-11.18138
25.168354,13.42207
-7.5902767,0.37646022
6.7411957,-7.144676
11.1110525,16.840446
19.68221,7.2018685
-7.5930896,0.39278075
9.927182,16.851164
0.6080584,4.7815223
19.64368,7.145614
-7.625801,-8.249687
17.616587,7.592509
0.34259537,-12.253345
12.710397,-3.5678947
19.710428,7.255913
8.025915,9.286473
20.350098,7.4365973
0.47215837,-12.06788
-7.8575788,-7.8530774
-7.549041,-8.34383
5.837201,2.0840437
0.76791847,-3.9105892
26.489166,-2.329197
25.168219,13.421977
-6.637994,6.6156244
15.900008,-10.775972
-1.2402211,2.2953148
-8.1501045,1.3302729
0.32042748,-12.77559
25.168228,13.421966
23.69678,-0.85697585
1.0540404,11.556702
5.7651896,1.9030988
0.4825227,12.1354065
-11.137255,2.3106341
11.8026,16.3921
2.7105482,-11.317017
0.14944959,-5.1189213
-5.788994,-7.8987446
8.00607,9.305541
16.814987,10.67146
-1.1174326,1.791428
21.884445,-7.663564
0.31735355,-12.835034
-11.352666,0.32725227
-0.3391397,3.0862274
6.4652905,13.404633
-0.820561,-3.6195931
-2.6973126,-9.758014
